Wind power [kW];Nuclear power plant [kW];Demand [kWh];Total power supply [Kw];Supply - Demand;;;;;
1623,621;1123387,1;668874,8;1125010,721;456135,921;;;;;
1716,857;1123387,1;725032;1125103,957;400071,957;;;;;
1827,194;1123387,1;744483,2;1125214,294;380731,094;;;;;
1910,662;1123387,1;743473,3;1125297,762;381824,462;;;;;
1997,979;1123387,1;724294,4;1125385,079;401090,679;;;;;
1971,196;1123387,1;695316;1125358,296;430042,296;;;;;
1900,781;1123387,1;681158,3;1125287,881;444129,581;;;;;
1811,971;1123387,1;609919,3;1125199,071;515279,771;;;;;
1704,658;1123387,1;548536,9;1125091,758;576554,858;;;;;
1658,691;1117741,94;506690;1119400,631;612710,631;;;;;
1683,735;1117741,94;488943,8;1119425,675;630481,875;;;;;
1677,129;1117741,94;478349,4;1119419,069;641069,669;;;;;
1713,014;1117741,94;450296,6;1119454,954;669158,354;;;;;
1945,878;1117741,94;463273,8;1119687,818;656414,018;;;;;
2037,614;1117741,94;519822,3;1119779,554;599957,254;;;;;
2054,794;1117741,94;576708,1;1119796,734;543088,634;;;;;
1992,022;1117741,94;619359,7;1119733,962;500374,262;;;;;
1861,766;1117741,94;642008,7;1119603,706;477595,006;;;;;
1697,788;1117741,94;658994,3;1119439,728;460445,428;;;;;
1542,482;1117741,94;672963,8;1119284,422;446320,622;;;;;
1419,962;1117741,94;680887;1119161,902;438274,902;;;;;
1327,999;1117741,94;669389;1119069,939;449680,939;;;;;
1268,92;1117741,94;660962,9;1119010,86;458047,96;;;;;
1228,371;1117741,94;666076,7;1118970,311;452893,611;;;;;
1184,738;1117741,94;700957;1118926,678;417969,678;;;;;
1117,435;1117741,94;754049,1;1118859,375;364810,275;;;;;
1032,937;1117741,94;768966,1;1118774,877;349808,777;;;;;
1047,92;1117741,94;754738;1118789,86;364051,86;;;;;
1512,109;1117741,94;731714,8;1119254,049;387539,249;;;;;
1685,177;1117741,94;709938,5;1119427,117;409488,617;;;;;
1394,922;1117741,94;704494,8;1119136,862;414642,062;;;;;
1239,12;1117741,94;633722,5;1118981,06;485258,56;;;;;
1094,838;1117741,94;575308,4;1118836,778;543528,378;;;;;
870,624;1124193,55;532047,8;1125064,174;593016,374;;;;;
746,412;1124193,55;520187,8;1124939,962;604752,162;;;;;
732,587;1124193,55;514180;1124926,137;610746,137;;;;;
386,719;1124193,55;487423,2;1124580,269;637157,069;;;;;
255,05;1124193,55;494215,7;1124448,6;630232,9;;;;;
207,595;1124193,55;543078,2;1124401,145;581322,945;;;;;
200,335;1124193,55;603912,3;1124393,885;520481,585;;;;;
213,547;1124193,55;650249,1;1124407,097;474157,997;;;;;
196,821;1124193,55;673313,3;1124390,371;451077,071;;;;;
184,853;1124193,55;677074,6;1124378,403;447303,803;;;;;
147,751;1124193,55;683960,4;1124341,301;440380,901;;;;;
143,549;1124193,55;682111,3;1124337,099;442225,799;;;;;
165,705;1124193,55;667366,5;1124359,255;456992,755;;;;;
206,745;1124193,55;654357;1124400,295;470043,295;;;;;
224,083;1124193,55;654321,3;1124417,633;470096,333;;;;;
236,629;1124193,55;674843,5;1124430,179;449586,679;;;;;
240,258;1124193,55;719683,1;1124433,808;404750,708;;;;;
263,059;1124193,55;736897,2;1124456,609;387559,409;;;;;
369,781;1124193,55;728459,7;1124563,331;396103,631;;;;;
469,009;1124193,55;710554,6;1124662,559;414107,959;;;;;
562,898;1124193,55;694562,6;1124756,448;430193,848;;;;;
580,839;1124193,55;699514,7;1124774,389;425259,689;;;;;
581,3;1124193,55;645872,9;1124774,85;478901,95;;;;;
582,696;1124193,55;575321,5;1124776,246;549454,746;;;;;
665,863;1007258,06;526119,8;1007923,923;481804,123;;;;;
799,7;1007258,06;503798,8;1008057,76;504258,96;;;;;
847,337;1007258,06;488877,8;1008105,397;519227,597;;;;;
505,56;1007258,06;457204,5;1007763,62;550559,12;;;;;
182,654;1007258,06;451456,7;1007440,714;555984,014;;;;;
159,527;1007258,06;463932,3;1007417,587;543485,287;;;;;
190,249;1007258,06;516283,6;1007448,309;491164,709;;;;;
188,997;1007258,06;608269;1007447,057;399178,057;;;;;
208,683;1007258,06;677231;1007466,743;330235,743;;;;;
231,491;1007258,06;711361,5;1007489,551;296128,051;;;;;
271,095;1007258,06;729071;1007529,155;278458,155;;;;;
347,553;1007258,06;722015,6;1007605,613;285590,013;;;;;
428,586;1007258,06;681009;1007686,646;326677,646;;;;;
526,92;1007258,06;645433,7;1007784,98;362351,28;;;;;
629,081;1007258,06;626940,9;1007887,141;380946,241;;;;;
762,084;1007258,06;629575,8;1008020,144;378444,344;;;;;
945,11;1007258,06;635058,4;1008203,17;373144,77;;;;;
928,31;1007258,06;626628,4;1008186,37;381557,97;;;;;
775,604;1007258,06;604733,4;1008033,664;403300,264;;;;;
844,137;1007258,06;586182,1;1008102,197;421920,097;;;;;
915,362;1007258,06;576202,6;1008173,422;431970,822;;;;;
1051,546;1007258,06;604435,6;1008309,606;403874,006;;;;;
1079,293;1007258,06;594994,1;1008337,353;413343,253;;;;;
976,362;1007258,06;555578,3;1008234,422;452656,122;;;;;
867,619;1024193,55;512985,8;1025061,169;512075,369;;;;;
946,649;1024193,55;483091,1;1025140,199;542049,099;;;;;
1074,989;1024193,55;456446,4;1025268,539;568822,139;;;;;
727,719;1024193,55;417301,3;1024921,269;607619,969;;;;;
322,073;1024193,55;405752,4;1024515,623;618763,223;;;;;
390,372;1024193,55;413492,6;1024583,922;611091,322;;;;;
570,567;1024193,55;446842,4;1024764,117;577921,717;;;;;
710,708;1024193,55;518598;1024904,258;506306,258;;;;;
841,635;1024193,55;590493,2;1025035,185;434541,985;;;;;
867,641;1024193,55;628456,3;1025061,191;396604,891;;;;;
856,187;1024193,55;651707,7;1025049,737;373342,037;;;;;
913,752;1024193,55;656959,6;1025107,302;368147,702;;;;;
1014,687;1024193,55;645293,6;1025208,237;379914,637;;;;;
1076,09;1024193,55;632173,6;1025269,64;393096,04;;;;;
1015,325;1024193,55;630811,5;1025208,875;394397,375;;;;;
961,124;1024193,55;652576,4;1025154,674;372578,274;;;;;
914,046;1024193,55;697930,1;1025107,596;327177,496;;;;;
760,332;1024193,55;717687,4;1024953,882;307266,482;;;;;
845,669;1024193,55;697564,2;1025039,219;327475,019;;;;;
1023,768;1024193,55;668852,9;1025217,318;356364,418;;;;;
1065,519;1024193,55;643600,8;1025259,069;381658,269;;;;;
966,688;1024193,55;648286,3;1025160,238;376873,938;;;;;
1074,885;1024193,55;598153;1025268,435;427115,435;;;;;
1230,261;1024193,55;536376,7;1025423,811;489047,111;;;;;
1248,909;1100000;491495,8;1101248,909;609753,109;;;;;
1035,33;1100000;470355,9;1101035,33;630679,43;;;;;
796,351;1100000;451339;1100796,351;649457,351;;;;;
426,212;1100000;411287,2;1100426,212;689139,012;;;;;
121,473;1100000;400606,8;1100121,473;699514,673;;;;;
59,171;1100000;413418,9;1100059,171;686640,271;;;;;
69,897;1100000;457363,4;1100069,897;642706,497;;;;;
127,455;1100000;538982,7;1100127,455;561144,755;;;;;
201,213;1100000;611833,3;1100201,213;488367,913;;;;;
316,566;1100000;649461,8;1100316,566;450854,766;;;;;
439,745;1100000;671098,6;1100439,745;429341,145;;;;;
457,438;1100000;674135;1100457,438;426322,438;;;;;
381,48;1100000;663238,6;1100381,48;437142,88;;;;;
382,94;1100000;649441,8;1100382,94;450941,14;;;;;
514,926;1100000;647521,9;1100514,926;452993,026;;;;;
651,48;1100000;675986,4;1100651,48;424665,08;;;;;
851,606;1100000;722968,7;1100851,606;377882,906;;;;;
838,724;1100000;755880,4;1100838,724;344958,324;;;;;
741,442;1100000;754347,8;1100741,442;346393,642;;;;;
884,034;1100000;731284,9;1100884,034;369599,134;;;;;
1117,474;1100000;699551,7;1101117,474;401565,774;;;;;
1150,814;1100000;683312,7;1101150,814;417838,114;;;;;
1098,325;1100000;605422,8;1101098,325;495675,525;;;;;
1170,112;1100000;533163,2;1101170,112;568006,912;;;;;
1249,221;1109677,42;490519,2;1110926,641;620407,441;;;;;
1314,955;1109677,42;469835,1;1110992,375;641157,275;;;;;
1302,615;1109677,42;451185;1110980,035;659795,035;;;;;
1272,653;1109677,42;417788,2;1110950,073;693161,873;;;;;
1107,915;1109677,42;426062,2;1110785,335;684723,135;;;;;
1432,287;1109677,42;476054,3;1111109,707;635055,407;;;;;
1482,48;1109677,42;538687,4;1111159,9;572472,5;;;;;
1429,264;1109677,42;596504,8;1111106,684;514601,884;;;;;
1428,479;1109677,42;628715,3;1111105,899;482390,599;;;;;
1448,317;1109677,42;645407,5;1111125,737;465718,237;;;;;
1433,096;1109677,42;661504,4;1111110,516;449606,116;;;;;
1387,654;1109677,42;669939,8;1111065,074;441125,274;;;;;
1362,119;1109677,42;659294,7;1111039,539;451744,839;;;;;
1272,27;1109677,42;650009,9;1110949,69;460939,79;;;;;
1087,963;1109677,42;656802,5;1110765,383;453962,883;;;;;
887,914;1109677,42;689399,1;1110565,334;421166,234;;;;;
727,632;1109677,42;743990,3;1110405,052;366414,752;;;;;
547,827;1109677,42;762124;1110225,247;348101,247;;;;;
452,464;1109677,42;756424,9;1110129,884;353704,984;;;;;
632,59;1109677,42;739056,6;1110310,01;371253,41;;;;;
860,624;1109677,42;713131,7;1110538,044;397406,344;;;;;
978,034;1109677,42;684747;1110655,454;425908,454;;;;;
1097,438;1109677,42;602332;1110774,858;508442,858;;;;;
1180,381;1109677,42;535048,9;1110857,801;575808,901;;;;;
1270,679;1110483,87;480657,6;1111754,549;631096,949;;;;;
1199,046;1110483,87;462499,3;1111682,916;649183,616;;;;;
1138,01;1110483,87;444568,6;1111621,88;667053,28;;;;;
739,36;1110483,87;418636,2;1111223,23;692587,03;;;;;
671,309;1110483,87;431540,8;1111155,179;679614,379;;;;;
1019,87;1110483,87;475891,5;1111503,74;635612,24;;;;;
1126,87;1110483,87;536614,8;1111610,74;574995,94;;;;;
1173,912;1110483,87;589411,5;1111657,782;522246,282;;;;;
1236,442;1110483,87;625132,1;1111720,312;486588,212;;;;;
1251,843;1110483,87;643866,1;1111735,713;467869,613;;;;;
1268,457;1110483,87;660791,7;1111752,327;450960,627;;;;;
1248,135;1110483,87;668620,8;1111732,005;443111,205;;;;;
1107,836;1110483,87;654672,6;1111591,706;456919,106;;;;;
880,264;1110483,87;640362,6;1111364,134;471001,534;;;;;
712,228;1110483,87;643454,2;1111196,098;467741,898;;;;;
629,014;1110483,87;673623,4;1111112,884;437489,484;;;;;
518,35;1110483,87;725789,7;1111002,22;385212,52;;;;;
282,86;1110483,87;740575,1;1110766,73;370191,63;;;;;
357,526;1110483,87;728031,2;1110841,396;382810,196;;;;;
624,76;1110483,87;701058,2;1111108,63;410050,43;;;;;
1320,024;1110483,87;674499,8;1111803,894;437304,094;;;;;
1534,259;1110483,87;670217,1;1112018,129;441801,029;;;;;
1334,507;1110483,87;606011,5;1111818,377;505806,877;;;;;
1228,418;1110483,87;541805,4;1111712,288;569906,888;;;;;
1126,601;1087096,77;499542,6;1088223,371;588680,771;;;;;
1032,948;1087096,77;482369,5;1088129,718;605760,218;;;;;
912,159;1087096,77;473491;1088008,929;614517,929;;;;;
643,803;1087096,77;442194,6;1087740,573;645545,973;;;;;
591,043;1087096,77;451040,6;1087687,813;636647,213;;;;;
733,305;1087096,77;492064,2;1087830,075;595765,875;;;;;
735,122;1087096,77;545468,4;1087831,892;542363,492;;;;;
991,74;1087096,77;590052,1;1088088,51;498036,41;;;;;
1397,175;1087096,77;615449,2;1088493,945;473044,745;;;;;
1716,668;1087096,77;626520,5;1088813,438;462292,938;;;;;
1906,835;1087096,77;637091,5;1089003,605;451912,105;;;;;
1911,449;1087096,77;641081,4;1089008,219;447926,819;;;;;
1885,452;1087096,77;628148,5;1088982,222;460833,722;;;;;
1684,394;1087096,77;617934,9;1088781,164;470846,264;;;;;
1494,854;1087096,77;624018,3;1088591,624;464573,324;;;;;
1679,857;1087096,77;659829;1088776,627;428947,627;;;;;
1896,641;1087096,77;714202,8;1088993,411;374790,611;;;;;
2024,018;1087096,77;725465,2;1089120,788;363655,588;;;;;
2211,263;1087096,77;713441,8;1089308,033;375866,233;;;;;
2318,368;1087096,77;693226,2;1089415,138;396188,938;;;;;
2157,69;1087096,77;672445,8;1089254,46;416808,66;;;;;
1905,138;1087096,77;666749,5;1089001,908;422252,408;;;;;
1776,245;1087096,77;598561,1;1088873,015;490311,915;;;;;
1648,451;1087096,77;533929,6;1088745,221;554815,621;;;;;
1536,14;1080645,16;490491,6;1082181,3;591689,7;;;;;
1494,379;1080645,16;472614,5;1082139,539;609525,039;;;;;
1429,559;1080645,16;460075,7;1082074,719;621999,019;;;;;
1236,065;1080645,16;430798,1;1081881,225;651083,125;;;;;
1100,233;1080645,16;440511,3;1081745,393;641234,093;;;;;
1184,613;1080645,16;482575,9;1081829,773;599253,873;;;;;
1211,311;1080645,16;538289,7;1081856,471;543566,771;;;;;
1317,145;1080645,16;586990,4;1081962,305;494971,905;;;;;
1417,211;1080645,16;615384,6;1082062,371;466677,771;;;;;
1512,774;1080645,16;629173,7;1082157,934;452984,234;;;;;
1827,181;1080645,16;643542,2;1082472,341;438930,141;;;;;
2299,206;1080645,16;651509;1082944,366;431435,366;;;;;
2643,109;1080645,16;641368,8;1083288,269;441919,469;;;;;
2830,934;1080645,16;631355,7;1083476,094;452120,394;;;;;
2932,676;1080645,16;640116,8;1083577,836;443461,036;;;;;
2961,505;1080645,16;671478;1083606,665;412128,665;;;;;
2980,326;1080645,16;726719,3;1083625,486;356906,186;;;;;
3034,919;1080645,16;746207,2;1083680,079;337472,879;;;;;
3081,898;1080645,16;733886;1083727,058;349841,058;;;;;
3104,634;1080645,16;708984,5;1083749,794;374765,294;;;;;
3093,82;1080645,16;679395,1;1083738,98;404343,88;;;;;
3023,452;1080645,16;665056,5;1083668,612;418612,112;;;;;
2920,915;1080645,16;595024,6;1083566,075;488541,475;;;;;
2818,61;1080645,16;530498,5;1083463,77;552965,27;;;;;
2704,097;1011290,32;486061,9;1013994,417;527932,517;;;;;
2616,323;1011290,32;464239;1013906,643;549667,643;;;;;
2568,036;1011290,32;451824;1013858,356;562034,356;;;;;
2545,448;1011290,32;422822,7;1013835,768;591013,068;;;;;
2603,38;1011290,32;425456,3;1013893,7;588437,4;;;;;
2684,87;1011290,32;471631,1;1013975,19;542344,09;;;;;
2758,247;1011290,32;535124,7;1014048,567;478923,867;;;;;
2846,773;1011290,32;591388,6;1014137,093;422748,493;;;;;
2932,412;1011290,32;625833,4;1014222,732;388389,332;;;;;
3027,738;1011290,32;641946,4;1014318,058;372371,658;;;;;
3084,245;1011290,32;655653,8;1014374,565;358720,765;;;;;
3100,39;1011290,32;664463,6;1014390,71;349927,11;;;;;
3106,97;1011290,32;655341,4;1014397,29;359055,89;;;;;
3115,152;1011290,32;648793,8;1014405,472;365611,672;;;;;
3119,261;1011290,32;654702,8;1014409,581;359706,781;;;;;
3081,233;1011290,32;689649,7;1014371,553;324721,853;;;;;
3028,358;1011290,32;739208,9;1014318,678;275109,778;;;;;
2937,421;1011290,32;750156,3;1014227,741;264071,441;;;;;
2793,103;1011290,32;726937,6;1014083,423;287145,823;;;;;
2642,58;1011290,32;696709,9;1013932,9;317223;;;;;
2574,946;1011290,32;670166,5;1013865,266;343698,766;;;;;
2529,851;1011290,32;652638,6;1013820,171;361181,571;;;;;
2514,713;1011290,32;592860,2;1013805,033;420944,833;;;;;
2514,943;1011290,32;538429,8;1013805,263;475375,463;;;;;
2514,718;974193,55;497245;976708,268;479463,268;;;;;
2491,602;974193,55;474825,8;976685,152;501859,352;;;;;
2405,04;974193,55;461110,7;976598,59;515487,89;;;;;
2342,61;974193,55;433887,8;976536,16;542648,36;;;;;
2465,588;974193,55;417561,7;976659,138;559097,438;;;;;
2541,827;974193,55;434665,1;976735,377;542070,277;;;;;
2602,591;974193,55;484513,9;976796,141;492282,241;;;;;
2652,95;974193,55;567916,7;976846,5;408929,8;;;;;
2679,295;974193,55;632526,4;976872,845;344346,445;;;;;
2695,036;974193,55;661714,9;976888,586;315173,686;;;;;
2742,477;974193,55;673146;976936,027;303790,027;;;;;
2845,72;974193,55;670928,7;977039,27;306110,57;;;;;
2977,738;974193,55;654752,4;977171,288;322418,888;;;;;
3057,142;974193,55;635584,6;977250,692;341666,092;;;;;
3046,702;974193,55;629487;977240,252;347753,252;;;;;
2913,253;974193,55;642488,2;977106,803;334618,603;;;;;
2609,994;974193,55;675232,4;976803,544;301571,144;;;;;
2066,421;974193,55;689764,6;976259,971;286495,371;;;10;;
1514,177;974193,55;669588,4;975707,727;306119,327;;;;;
1512,785;974193,55;640992,1;975706,335;334714,235;;;;;
1545,639;974193,55;620279,2;975739,189;355459,989;;;;;
1467,231;974193,55;633571;975660,781;342089,781;;;;;
1564,159;974193,55;596793,8;975757,709;378963,909;;;;;
1611,042;974193,55;543178,5;975804,592;432626,092;;;;;
1529,851;1048387,1;503667,7;1049916,951;546249,251;;;;;
1501,325;1048387,1;485357,4;1049888,425;564531,025;;;;;
1477,52;1048387,1;466646,5;1049864,62;583218,12;;;;;
1432,305;1048387,1;429460,8;1049819,405;620358,605;;;;;
1683,074;1048387,1;414237,9;1050070,174;635832,274;;;;;
1851,539;1048387,1;423353,3;1050238,639;626885,339;;;;;
2005,909;1048387,1;464326,8;1050393,009;586066,209;;;;;
2196,784;1048387,1;538344;1050583,884;512239,884;;;;;
2214,858;1048387,1;605015,5;1050601,958;445586,458;;;;;
2174,849;1048387,1;640133,1;1050561,949;410428,849;;;;;
2100,929;1048387,1;662328,5;1050488,029;388159,529;;;;;
2050,139;1048387,1;670295,2;1050437,239;380142,039;;;;;
2006,93;1048387,1;657283,6;1050394,03;393110,43;;;;;
1947,622;1048387,1;646128,2;1050334,722;404206,522;;;;;
1909,454;1048387,1;643330,3;1050296,554;406966,254;;;;;
1894,131;1048387,1;662618,7;1050281,231;387662,531;;;;;
1895,077;1048387,1;704257,8;1050282,177;346024,377;;;;;
1817,404;1048387,1;733953,1;1050204,504;316251,404;;;;;
1638,133;1048387,1;725917,8;1050025,233;324107,433;;;;;
1432,226;1048387,1;700458,8;1049819,326;349360,526;;;;;
1417,257;1048387,1;674612,6;1049804,357;375191,757;;;;;
1386,546;1048387,1;657632,2;1049773,646;392141,446;;;;;
1363,989;1048387,1;580379,3;1049751,089;469371,789;;;;;
1282,518;1048387,1;519082,5;1049669,618;530587,118;;;;;
1242,687;1081451,61;479283,5;1082694,297;603410,797;;;;;
1431,301;1081451,61;462678,4;1082882,911;620204,511;;;;;
1382,12;1081451,61;452101,6;1082833,73;630732,13;;;;;
1272,74;1081451,61;426040,9;1082724,35;656683,45;;;;;
1589,695;1081451,61;429509,1;1083041,305;653532,205;;;;;
1957,802;1081451,61;471945,3;1083409,412;611464,112;;;;;
2231,174;1081451,61;523865,9;1083682,784;559816,884;;;;;
2364,816;1081451,61;579556,9;1083816,426;504259,526;;;;;
2415,072;1081451,61;613999,5;1083866,682;469867,182;;;;;
2480,75;1081451,61;633041,9;1083932,36;450890,46;;;;;
2617,763;1081451,61;645894,3;1084069,373;438175,073;;;;;
2770,435;1081451,61;652574,3;1084222,045;431647,745;;;;;
2887,873;1081451,61;635446,3;1084339,483;448893,183;;;;;
2977,164;1081451,61;627668,9;1084428,774;456759,874;;;;;
3030,598;1081451,61;636928,5;1084482,208;447553,708;;;;;
3059,584;1081451,61;675809;1084511,194;408702,194;;;;;
3060,621;1081451,61;740918,6;1084512,231;343593,631;;;;;
3061,053;1081451,61;757472,7;1084512,663;327039,963;;;;;
2991,354;1081451,61;734341,4;1084442,964;350101,564;;;;;
2810,216;1081451,61;699782,6;1084261,826;384479,226;;;;;
2610,07;1081451,61;669928,8;1084061,68;414132,88;;;;;
2406,644;1081451,61;656612,5;1083858,254;427245,754;;;;;
2243,488;1081451,61;590585;1083695,098;493110,098;;;;;
2088,093;1081451,61;531538,1;1083539,703;552001,603;;;;;
2188,565;1029032,26;493732,5;1031220,825;537488,325;;;;;
2310,398;1029032,26;481297,4;1031342,658;550045,258;;;;;
2381,334;1029032,26;466906,7;1031413,594;564506,894;;;;;
2482,589;1029032,26;438629,5;1031514,849;592885,349;;;;;
2681,748;1029032,26;441512,4;1031714,008;590201,608;;;;;
2793,196;1029032,26;484886,2;1031825,456;546939,256;;;;;
2855,295;1029032,26;542623,8;1031887,555;489263,755;;;;;
2916,329;1029032,26;595939;1031948,589;436009,589;;;;;
2956,007;1029032,26;628020,2;1031988,267;403968,067;;;;;
2964,323;1029032,26;645804,7;1031996,583;386191,883;;;;;
2961,054;1029032,26;662579,9;1031993,314;369413,414;;;;;
2958,605;1029032,26;669001,6;1031990,865;362989,265;;;;;
2949,316;1029032,26;654017,9;1031981,576;377963,676;;;;;
2930,155;1029032,26;640914;1031962,415;391048,415;;;;;
2889,48;1029032,26;644901,9;1031921,74;387019,84;;;;;
2792,246;1029032,26;679501,2;1031824,506;352323,306;;;;;
2631,349;1029032,26;736565,7;1031663,609;295097,909;;;;;
2416,402;1029032,26;747811,3;1031448,662;283637,362;;;;;
2183,651;1029032,26;728135,4;1031215,911;303080,511;;;;;
2083,868;1029032,26;700777,9;1031116,128;330338,228;;;;;
1728,578;1029032,26;670865;1030760,838;359895,838;;;;;
1447,137;1029032,26;665917,5;1030479,397;364561,897;;;;;
1488,018;1029032,26;600316,2;1030520,278;430204,078;;;;;
1497,711;1029032,26;542930,3;1030529,971;487599,671;;;;;
1307,943;1112096,77;505035,7;1113404,713;608369,013;;;;;
1160,396;1112096,77;490714,1;1113257,166;622543,066;;;;;
1012,669;1112096,77;484078,9;1113109,439;629030,539;;;;;
631,568;1112096,77;457822,9;1112728,338;654905,438;;;;;
430,806;1112096,77;460293,8;1112527,576;652233,776;;;;;
394,182;1112096,77;497996,1;1112490,952;614494,852;;;;;
334,868;1112096,77;552439,8;1112431,638;559991,838;;;;;
457,919;1112096,77;605703,3;1112554,689;506851,389;;;;;
591,361;1112096,77;638874,7;1112688,131;473813,431;;;;;
705,956;1112096,77;652158,8;1112802,726;460643,926;;;;;
784,604;1112096,77;664571,6;1112881,374;448309,774;;;;;
839,235;1112096,77;669845,2;1112936,005;443090,805;;;;;
938,265;1112096,77;654220,1;1113035,035;458814,935;;;;;
1175,59;1112096,77;643502,6;1113272,36;469769,76;;;;;
1578,344;1112096,77;644490,5;1113675,114;469184,614;;;;;
1896,129;1112096,77;678915,4;1113992,899;435077,499;;;;;
1723,051;1112096,77;727905,6;1113819,821;385914,221;;;;;
1411,441;1112096,77;735905;1113508,211;377603,211;;;;;
1218,423;1112096,77;719076,8;1113315,193;394238,393;;;;;
1211,059;1112096,77;695172,2;1113307,829;418135,629;;;;;
1372,068;1112096,77;677251,4;1113468,838;436217,438;;;;;
1623,565;1112096,77;674596,1;1113720,335;439124,235;;;;;
1701,825;1112096,77;606750,1;1113798,595;507048,495;;;;;
1603,479;1112096,77;547433,9;1113700,249;566266,349;;;;;
1522,931;1136290,32;507514,6;1137813,251;630298,651;;;;;
1395,194;1136290,32;488372,2;1137685,514;649313,314;;;;;
1485,255;1136290,32;477742,6;1137775,575;660032,975;;;;;
1693,718;1136290,32;454768,7;1137984,038;683215,338;;;;;
2175,212;1136290,32;452564,1;1138465,532;685901,432;;;;;
2498,686;1136290,32;493714,8;1138789,006;645074,206;;;;;
2696,168;1136290,32;549819,2;1138986,488;589167,288;;;;;
2782,159;1136290,32;610950,6;1139072,479;528121,879;;;;;
2826,364;1136290,32;649644,7;1139116,684;489471,984;;;;;
2810,069;1136290,32;670866,6;1139100,389;468233,789;;;;;
2725,176;1136290,32;685131,6;1139015,496;453883,896;;;;;
2545,312;1136290,32;689290,9;1138835,632;449544,732;;;;;
2290,664;1136290,32;673815,7;1138580,984;464765,284;;;;;
1960,89;1136290,32;667801,3;1138251,21;470449,91;;;;;
1613,624;1136290,32;674873,7;1137903,944;463030,244;;;;;
1314,606;1136290,32;698758,8;1137604,926;438846,126;;;;;
1019,617;1136290,32;746379,4;1137309,937;390930,537;;;;;
697,571;1136290,32;757104,2;1136987,891;379883,691;;;;;
545,147;1136290,32;737636,1;1136835,467;399199,367;;;;;
647,021;1136290,32;706408;1136937,341;430529,341;;;;;
983,694;1136290,32;680081,3;1137274,014;457192,714;;;;;
1309,147;1136290,32;678517,6;1137599,467;459081,867;;;;;
1397,115;1136290,32;616500,6;1137687,435;521186,835;;;;;
1383,865;1136290,32;554143,9;1137674,185;583530,285;;;;;
1298,147;1037903,23;515139,7;1039201,377;524061,677;;;;;
1255,288;1037903,23;501585,1;1039158,518;537573,418;;;;;
1199,774;1037903,23;495227,4;1039103,004;543875,604;;;;;
843,085;1037903,23;468980,9;1038746,315;569765,415;;;;;
621,816;1037903,23;464983,6;1038525,046;573541,446;;;;;
673,554;1037903,23;502487,6;1038576,784;536089,184;;;;;
991,662;1037903,23;559934,7;1038894,892;478960,192;;;;;
1217,213;1037903,23;621566,6;1039120,443;417553,843;;;;;
1417,166;1037903,23;662816,7;1039320,396;376503,696;;;;;
1613,51;1037903,23;677203,4;1039516,74;362313,34;;;;;
1578,679;1037903,23;683619,3;1039481,909;355862,609;;;;;
1444,097;1037903,23;682546,1;1039347,327;356801,227;;;;;
1290,24;1037903,23;670715,8;1039193,47;368477,67;;;;;
1116,042;1037903,23;661338,9;1039019,272;377680,372;;;;;
912,814;1037903,23;667592,3;1038816,044;371223,744;;;;;
695,552;1037903,23;691626,9;1038598,782;346971,882;;;;;
508,658;1037903,23;728809,8;1038411,888;309602,088;;;;;
398,175;1037903,23;736824;1038301,405;301477,405;;;;;
545,242;1037903,23;711854;1038448,472;326594,472;;;;;
837,531;1037903,23;684539,3;1038740,761;354201,461;;;;;
1047,527;1037903,23;668527,2;1038950,757;370423,557;;;;;
1240,082;1037903,23;670209,9;1039143,312;368933,412;;;;;
1170,126;1037903,23;619621,7;1039073,356;419451,656;;;;;
1088,511;1037903,23;560338,2;1038991,741;478653,541;;;;;
1092,039;1002419,35;516145,5;1003511,389;487365,889;;;;;
1115,648;1002419,35;494101,5;1003534,998;509433,498;;;;;
1160,062;1002419,35;481115,3;1003579,412;522464,112;;;;;
1170,16;1002419,35;456778,2;1003589,51;546811,31;;;;;
1311,891;1002419,35;437787,1;1003731,241;565944,141;;;;;
1560,07;1002419,35;453451,3;1003979,42;550528,12;;;;;
1703,696;1002419,35;501307,9;1004123,046;502815,146;;;;;
1846,515;1002419,35;583161,1;1004265,865;421104,765;;;;;
1895,055;1002419,35;649276,2;1004314,405;355038,205;;;;;
1870,958;1002419,35;679861,6;1004290,308;324428,708;;;;;
1794,466;1002419,35;694186,3;1004213,816;310027,516;;;;;
1693,716;1002419,35;693721,2;1004113,066;310391,866;;;;;
1568,252;1002419,35;676008,5;1003987,602;327979,102;;;;;
1443,184;1002419,35;663329,4;1003862,534;340533,134;;;;;
1349,564;1002419,35;658250,8;1003768,914;345518,114;;;;;
1214,646;1002419,35;674989,3;1003633,996;328644,696;;;;;
1087,806;1002419,35;712802,9;1003507,156;290704,256;;;;;
873,848;1002419,35;728968,9;1003293,198;274324,298;;;;;
654,06;1002419,35;704300,8;1003073,41;298772,61;;;;;
781,401;1002419,35;675933,3;1003200,751;327267,451;;;;;
1082,138;1002419,35;652449,9;1003501,488;351051,588;;;;;
1369,359;1002419,35;664652,8;1003788,709;339135,909;;;;;
1311,673;1002419,35;622206,9;1003731,023;381524,123;;;;;
1139,574;1002419,35;569869,2;1003558,924;433689,724;;;;;
1127,062;1082258,06;534097,8;1083385,122;549287,322;;;;;
1170,169;1082258,06;518368,6;1083428,229;565059,629;;;;;
1181,541;1082258,06;504429,5;1083439,601;579010,101;;;;;
981,87;1082258,06;473681,1;1083239,93;609558,83;;;;;
