Wind power [kW];Nuclear power plant [kW];Demand [kWh];Total power supply [Kw];Supply - Demand;;;;;
1150,954;1405645,16;1247958;1406796,114;158838,114;;;;;
1105,577;1405645,16;1221554;1406750,737;185196,737;;;;;
1042,201;1405645,16;1214208;1406687,361;192479,361;;;;;
1051,6;1405645,16;1218312;1406696,76;188384,76;;;;;
980,891;1405645,16;1231262;1406626,051;175364,051;;;;;
1065,571;1405645,16;1272879;1406710,731;133831,731;;;;;
1137,52;1405645,16;1366557;1406782,68;40225,68;;;;;
1108,156;1405645,16;1467821;1406753,316;-61067,684;;;;;
1150,977;1405645,16;1481326;1406796,137;-74529,863;;;;;
1238,324;1405645,16;1471448;1406883,484;-64564,516;;;;;
1738,912;1405645,16;1467993;1407384,072;-60608,928;;;;;
1814,247;1405645,16;1478957;1407459,407;-71497,593;;;;;
1916,74;1405645,16;1488520;1407561,9;-80958,1;;;;;
2135,122;1405645,16;1474315;1407780,282;-66534,718;;;;;
2309,224;1405645,16;1485197;1407954,384;-77242,616;;;;;
2397,421;1405645,16;1535248;1408042,581;-127205,419;;;;;
2432,896;1405645,16;1660297;1408078,056;-252218,944;;;;;
2348,545;1405645,16;1756621;1407993,705;-348627,295;;;;;
2230,239;1405645,16;1744644;1407875,399;-336768,601;;;;;
2095,574;1405645,16;1681278;1407740,734;-273537,266;;;;;
1902,585;1405645,16;1596295;1407547,745;-188747,255;;;;;
1820,366;1405645,16;1517781;1407465,526;-110315,474;;;;;
1967,159;1405645,16;1441138;1407612,319;-33525,681;;;;;
1765,379;1405645,16;1372914;1407410,539;34496,539;;;;;
1454,233;1387096,77;1345174;1388551,003;43377,003;;;;;
1318,544;1387096,77;1337875;1388415,314;50540,314;;;;;
1181,74;1387096,77;1355890;1388278,51;32388,51;;;;;
928,768;1387096,77;1393787;1388025,538;-5761,462;;;;;
912,035;1387096,77;1436341;1388008,805;-48332,195;;;;;
800,052;1387096,77;1492561;1387896,822;-104664,178;;;;;
732,857;1387096,77;1597285;1387829,627;-209455,373;;;;;
744,863;1387096,77;1705203;1387841,633;-317361,367;;;;;
612,536;1387096,77;1719727;1387709,306;-332017,694;;;;;
598,641;1387096,77;1698606;1387695,411;-310910,589;;;;;
740,324;1387096,77;1656657;1387837,094;-268819,906;;;;;
967,764;1387096,77;1631641;1388064,534;-243576,466;;;;;
955,325;1387096,77;1617815;1388052,095;-229762,905;;;;;
1106,397;1387096,77;1585825;1388203,167;-197621,833;;;;;
1514,296;1387096,77;1591025;1388611,066;-202413,934;;;;;
1578,298;1387096,77;1660243;1388675,068;-271567,932;;;;;
1433,525;1387096,77;1831093;1388530,295;-442562,705;;;;;
1331,745;1387096,77;1991582;1388428,515;-603153,485;;;;;
1289,36;1387096,77;1995400;1388386,13;-607013,87;;;;;
1247,999;1387096,77;1941310;1388344,769;-552965,231;;;;;
1216,309;1387096,77;1859875;1388313,079;-471561,921;;;;;
1170,038;1387096,77;1769442;1388266,808;-381175,192;;;;;
1141,512;1387096,77;1675426;1388238,282;-287187,718;;;;;
1114,122;1387096,77;1582782;1388210,892;-194571,108;;;;;
1068,088;1387903,23;1531213;1388971,318;-142241,682;;;;;
987,471;1387903,23;1506418;1388890,701;-117527,299;;;;;
788,603;1387903,23;1498823;1388691,833;-110131,167;;;;;
583,584;1387903,23;1501104;1388486,814;-112617,186;;;;;
430,978;1387903,23;1512429;1388334,208;-124094,792;;;;;
308,867;1387903,23;1551993;1388212,097;-163780,903;;;;;
232,353;1387903,23;1643053;1388135,583;-254917,417;;;;;
265,145;1387903,23;1738793;1388168,375;-350624,625;;;;;
266,424;1387903,23;1746419;1388169,654;-358249,346;;;;;
273,758;1387903,23;1713769;1388176,988;-325592,012;;;;;
344,914;1387903,23;1656977;1388248,144;-268728,856;;;;;
403,598;1387903,23;1596380;1388306,828;-208073,172;;;;;
381,252;1387903,23;1549302;1388284,482;-161017,518;;;;;
376,876;1387903,23;1501669;1388280,106;-113388,894;;;;;
660,09;1387903,23;1491705;1388563,32;-103141,68;;;;;
883,21;1387903,23;1537566;1388786,44;-148779,56;;;;;
826,329;1387903,23;1684543;1388729,559;-295813,441;;;;;
745,646;1387903,23;1818583;1388648,876;-429934,124;;;;;
754,642;1387903,23;1804738;1388657,872;-416080,128;;;;;
746,893;1387903,23;1729819;1388650,123;-341168,877;;;;;
714,66;1387903,23;1650084;1388617,89;-261466,11;;;;;
756,117;1387903,23;1596877;1388659,347;-208217,653;;;;;
861,184;1387903,23;1554635;1388764,414;-165870,586;;;;;
949,151;1387903,23;1511030;1388852,381;-122177,619;;;;;
1042,205;1384677,42;1481381;1385719,625;-95661,375;;;;;
1095,161;1384677,42;1473392;1385772,581;-87619,419;;;;;
1184,116;1384677,42;1482854;1385861,536;-96992,464;;;;;
1184,657;1384677,42;1498275;1385862,077;-112412,923;;;;;
1120,607;1384677,42;1524209;1385798,027;-138410,973;;;;;
1167,424;1384677,42;1558092;1385844,844;-172247,156;;;;;
1228,512;1384677,42;1605259;1385905,932;-219353,068;;;;;
1170,113;1384677,42;1677041;1385847,533;-291193,467;;;;;
858,792;1384677,42;1751278;1385536,212;-365741,788;;;;;
731,521;1384677,42;1807699;1385408,941;-422290,059;;;;;
771,909;1384677,42;1804258;1385449,329;-418808,671;;;;;
773,345;1384677,42;1770506;1385450,765;-385055,235;;;;;
735,351;1384677,42;1719719;1385412,771;-334306,229;;;;;
818,913;1384677,42;1667328;1385496,333;-281831,667;;;;;
947,937;1384677,42;1649503;1385625,357;-263877,643;;;;;
982,956;1384677,42;1675919;1385660,376;-290258,624;;;;;
971,168;1384677,42;1800600;1385648,588;-414951,412;;;;;
927,614;1384677,42;1908441;1385605,034;-522835,966;;;;;
873,522;1384677,42;1884440;1385550,942;-498889,058;;;;;
809,428;1384677,42;1785175;1385486,848;-399688,152;;;;;
759,006;1384677,42;1679550;1385436,426;-294113,574;;;;;
732,087;1384677,42;1592121;1385409,507;-206711,493;;;;;
796,939;1384677,42;1513204;1385474,359;-127729,641;;;;;
776,421;1384677,42;1435720;1385453,841;-50266,159;;;;;
776,939;1413709,68;1375196;1414486,619;39290,619;;;;;
744,331;1413709,68;1330372;1414454,011;84082,011;;;;;
708,09;1413709,68;1305833;1414417,77;108584,77;;;;;
649,516;1413709,68;1286344;1414359,196;128015,196;;;;;
631,447;1413709,68;1281886;1414341,127;132455,127;;;;;
673,597;1413709,68;1291634;1414383,277;122749,277;;;;;
720,109;1413709,68;1315984;1414429,789;98445,789;;;;;
670,477;1413709,68;1364956;1414380,157;49424,157;;;;;
619,965;1413709,68;1427624;1414329,645;-13294,355;;;;;
556,718;1413709,68;1503472;1414266,398;-89205,602;;;;;
614,68;1413709,68;1540852;1414324,36;-126527,64;;;;;
680,264;1413709,68;1553856;1414389,944;-139466,056;;;;;
612,156;1413709,68;1545707;1414321,836;-131385,164;;;;;
561;1413709,68;1523212;1414270,68;-108941,32;;;;;
837,294;1413709,68;1501314;1414546,974;-86767,026;;;;;
1150,842;1413709,68;1505465;1414860,522;-90604,478;;;;;
1339,791;1413709,68;1603915;1415049,471;-188865,529;;;;;
1432,671;1413709,68;1712787;1415142,351;-297644,649;;;;;
1409,61;1413709,68;1684306;1415119,29;-269186,71;;;;;
1299,422;1413709,68;1604754;1415009,102;-189744,898;;;;;
1207,8;1413709,68;1510617;1414917,48;-95699,52;;;;;
948,694;1413709,68;1410525;1414658,374;4133,374;;;;;
787,405;1413709,68;1310702;1414497,085;103795,085;;;;;
761,165;1413709,68;1212643;1414470,845;201827,845;;;;;
665,809;1388709,68;1154820;1389375,489;234555,489;;;;;
531,153;1388709,68;1120757;1389240,833;268483,833;;;;;
412,3;1388709,68;1109170;1389121,98;279951,98;;;;;
332,804;1388709,68;1105160;1389042,484;283882,484;;;;;
300,113;1388709,68;1113575;1389009,793;275434,793;;;;;
300,42;1388709,68;1154502;1389010,1;234508,1;;;;;
323,408;1388709,68;1246674;1389033,088;142359,088;;;;;
382,706;1388709,68;1340900;1389092,386;48192,386;;;;;
471,406;1388709,68;1359270;1389181,086;29911,086;;;;;
515,494;1388709,68;1363147;1389225,174;26078,174;;;;;
468,944;1388709,68;1374305;1389178,624;14873,624;;;;;
623,711;1388709,68;1398131;1389333,391;-8797,609;;;;;
703,184;1388709,68;1417455;1389412,864;-28042,136;;;;;
691,068;1388709,68;1403120;1389400,748;-13719,252;;;;;
912,169;1388709,68;1403669;1389621,849;-14047,151;;;;;
1267,904;1388709,68;1435253;1389977,584;-45275,416;;;;;
1451,903;1388709,68;1551621;1390161,583;-161459,417;;;;;
1537,227;1388709,68;1668883;1390246,907;-278636,093;;;;;
1653,248;1388709,68;1651234;1390362,928;-260871,072;;;;;
1558,166;1388709,68;1583316;1390267,846;-193048,154;;;;;
1484,919;1388709,68;1504203;1390194,599;-114008,401;;;;;
1432,198;1388709,68;1416123;1390141,878;-25981,122;;;;;
1292,409;1388709,68;1319163;1390002,089;70839,089;;;;;
1247,972;1388709,68;1218273;1389957,652;171684,652;;;;;
1207,965;1394354,84;1157399;1395562,805;238163,805;;;;;
1341,422;1394354,84;1121609;1395696,262;274087,262;;;;;
1366,741;1394354,84;1111678;1395721,581;284043,581;;;;;
1382,014;1394354,84;1103198;1395736,854;292538,854;;;;;
1248,042;1394354,84;1110256;1395602,882;285346,882;;;;;
1182,773;1394354,84;1150222;1395537,613;245315,613;;;;;
1126,89;1394354,84;1245861;1395481,73;149620,73;;;;;
1131,18;1394354,84;1346570;1395486,02;48916,02;;;;;
907,955;1394354,84;1357798;1395262,795;37464,795;;;;;
860,607;1394354,84;1354816;1395215,447;40399,447;;;;;
728,857;1394354,84;1331377;1395083,697;63706,697;;;;;
565,984;1394354,84;1314215;1394920,824;80705,824;;;;;
420,014;1394354,84;1297935;1394774,854;96839,854;;;;;
298,738;1394354,84;1258880;1394653,578;135773,578;;;;;
243,562;1394354,84;1258410;1394598,402;136188,402;;;;;
235,536;1394354,84;1309001;1394590,376;85589,376;;;;;
225,264;1394354,84;1476432;1394580,104;-81851,896;;;;;
221,008;1394354,84;1668197;1394575,848;-273621,152;;;;;
222,844;1394354,84;1689973;1394577,684;-295395,316;;;;;
220,994;1394354,84;1652933;1394575,834;-258357,166;;;;;
219,661;1394354,84;1585337;1394574,501;-190762,499;;;;;
232,665;1394354,84;1501264;1394587,505;-106676,495;;;;;
244,611;1394354,84;1400477;1394599,451;-5877,549;;;;;
231,653;1394354,84;1294959;1394586,493;99627,493;;;;;
236,948;1450000;1227345;1450236,948;222891,948;;;;;
246,27;1450000;1184364;1450246,27;265882,27;;;;;
231,093;1450000;1163349;1450231,093;286882,093;;;;;
199,061;1450000;1152541;1450199,061;297658,061;;;;;
180,39;1450000;1153672;1450180,39;296508,39;;;;;
146,97;1450000;1186676;1450146,97;263470,97;;;;;
104,204;1450000;1275040;1450104,204;175064,204;;;;;
77,077;1450000;1369020;1450077,077;81057,077;;;;;
52,983;1450000;1380121;1450052,983;69931,983;;;;;
24,331;1450000;1386961;1450024,331;63063,331;;;;;
18,311;1450000;1397250;1450018,311;52768,311;;;;;
13,453;1450000;1417416;1450013,453;32597,453;;;;;
14,935;1450000;1424357;1450014,935;25657,935;;;;;
19,235;1450000;1396381;1450019,235;53638,235;;;;;
48,299;1450000;1377978;1450048,299;72070,299;;;;;
109,34;1450000;1403810;1450109,34;46299,34;;;;;
140,472;1450000;1515811;1450140,472;-65670,528;;;;;
168,051;1450000;1652768;1450168,051;-202599,949;;;;;
184,466;1450000;1647070;1450184,466;-196885,534;;;;;
196,582;1450000;1583713;1450196,582;-133516,418;;;;;
258,785;1450000;1504227;1450258,785;-53968,215;;;;;
367,565;1450000;1418647;1450367,565;31720,565;;;;;
495,578;1450000;1316714;1450495,578;133781,578;;;;;
629,032;1450000;1218646;1450629,032;231983,032;;;;;
899,935;1443548,39;1158829;1444448,325;285619,325;;;;;
1187,251;1443548,39;1124710;1444735,641;320025,641;;;;;
1352,056;1443548,39;1115082;1444900,446;329818,446;;;;;
1295,265;1443548,39;1115588;1444843,655;329255,655;;;;;
1291,291;1443548,39;1124034;1444839,681;320805,681;;;;;
1359,718;1443548,39;1160830;1444908,108;284078,108;;;;;
1477,539;1443548,39;1244198;1445025,929;200827,929;;;;;
1635,791;1443548,39;1330659;1445184,181;114525,181;;;;;
2078,742;1443548,39;1332058;1445627,132;113569,132;;;;;
2301,153;1443548,39;1328885;1445849,543;116964,543;;;;;
2401,551;1443548,39;1330786;1445949,941;115163,941;;;;;
2458,202;1443548,39;1345915;1446006,592;100091,592;;;;;
2458,456;1443548,39;1342952;1446006,846;103054,846;;;;;
2472,199;1443548,39;1316422;1446020,589;129598,589;;;;;
2514,632;1443548,39;1322373;1446063,022;123690,022;;;;;
2514,749;1443548,39;1367439;1446063,139;78624,139;;;;;
2506,668;1443548,39;1494285;1446055,058;-48229,942;;;;;
2473,839;1443548,39;1641979;1446022,229;-195956,771;;;;;
2354,92;1443548,39;1645287;1445903,31;-199383,69;;;;;
2272,596;1443548,39;1596809;1445820,986;-150988,014;;;;;
2177,835;1443548,39;1520230;1445726,225;-74503,775;;;;;
2024,259;1443548,39;1439731;1445572,649;5841,649;;;;;
1827,193;1443548,39;1343212;1445375,583;102163,583;;;;;
1686,095;1443548,39;1256978;1445234,485;188256,485;;;;;
1603,46;1375806,45;1209137;1377409,91;168272,91;;;;;
1442,248;1375806,45;1185977;1377248,698;191271,698;;;;;
1306,893;1375806,45;1183269;1377113,343;193844,343;;;;;
1228,38;1375806,45;1189732;1377034,83;187302,83;;;;;
1135,687;1375806,45;1206415;1376942,137;170527,137;;;;;
1021,513;1375806,45;1255304;1376827,963;121523,963;;;;;
875,925;1375806,45;1355344;1376682,375;21338,375;;;;;
775,514;1375806,45;1459671;1376581,964;-83089,036;;;;;
736,433;1375806,45;1476710;1376542,883;-100167,117;;;;;
730,14;1375806,45;1470979;1376536,59;-94442,41;;;;;
796,377;1375806,45;1436309;1376602,827;-59706,173;;;;;
842,034;1375806,45;1407495;1376648,484;-30846,516;;;;;
940,785;1375806,45;1382792;1376747,235;-6044,765;;;;;
1074,905;1375806,45;1342606;1376881,355;34275,355;;;;;
1145,975;1375806,45;1333095;1376952,425;43857,425;;;;;
1164,067;1375806,45;1378390;1376970,517;-1419,483;;;;;
1141,562;1375806,45;1547731;1376948,012;-170782,988;;;;;
1238,307;1375806,45;1758077;1377044,757;-381032,243;;;;;
1223,811;1375806,45;1774725;1377030,261;-397694,739;;;;;
1001,234;1375806,45;1708385;1376807,684;-331577,316;;;;;
927,376;1375806,45;1615109;1376733,826;-238375,174;;;;;
848,433;1375806,45;1531661;1376654,883;-155006,117;;;;;
841,611;1375806,45;1457232;1376648,061;-80583,939;;;;;
860,155;1375806,45;1377368;1376666,605;-701,395;;;;;
833,935;1368548,39;1309470;1369382,325;59912,325;;;;;
766,363;1368548,39;1263215;1369314,753;106099,753;;;;;
674,874;1368548,39;1240046;1369223,264;129177,264;;;;;
628,97;1368548,39;1227310;1369177,36;141867,36;;;;;
608,349;1368548,39;1225052;1369156,739;144104,739;;;;;
582,673;1368548,39;1231592;1369131,063;137539,063;;;;;
669,446;1368548,39;1251931;1369217,836;117286,836;;;;;
683,02;1368548,39;1295925;1369231,41;73306,41;;;;;
639,838;1368548,39;1348004;1369188,228;21184,228;;;;;
639,523;1368548,39;1410074;1369187,913;-40886,087;;;;;
693,509;1368548,39;1448569;1369241,899;-79327,101;;;;;
835,096;1368548,39;1467524;1369383,486;-98140,514;;;;;
936,541;1368548,39;1468682;1369484,931;-99197,069;;;;;
1060,307;1368548,39;1446755;1369608,697;-77146,303;;;;;
1256,598;1368548,39;1436794;1369804,988;-66989,012;;;;;
1432,181;1368548,39;1452869;1369980,571;-82888,429;;;;;
1376,029;1368548,39;1521908;1369924,419;-151983,581;;;;;
1321,396;1368548,39;1612342;1369869,786;-242472,214;;;;;
1216,711;1368548,39;1588780;1369765,101;-219014,899;;;;;
1181,303;1368548,39;1508069;1369729,693;-138339,307;;;;;
1108,034;1368548,39;1437543;1369656,424;-67886,576;;;;;
1051,54;1368548,39;1379198;1369599,93;-9598,07;;;;;
939,103;1368548,39;1318689;1369487,493;50798,493;;;;;
890;1368548,39;1269431;1369438,39;100007,39;;;;;
847,833;1390322,58;1229399;1391170,413;161771,413;;;;;
753,885;1390322,58;1207711;1391076,465;183365,465;;;;;
650,082;1390322,58;1199436;1390972,662;191536,662;;;;;
563,75;1390322,58;1190258;1390886,33;200628,33;;;;;
492,661;1390322,58;1188519;1390815,241;202296,241;;;;;
392,276;1390322,58;1195545;1390714,856;195169,856;;;;;
291,615;1390322,58;1220726;1390614,195;169888,195;;;;;
190,607;1390322,58;1266027;1390513,187;124486,187;;;;;
109,124;1390322,58;1325278;1390431,704;65153,704;;;;;
62,739;1390322,58;1391830;1390385,319;-1444,681;;;;;
39,521;1390322,58;1408297;1390362,101;-17934,899;;;;;
23,512;1390322,58;1426266;1390346,092;-35919,908;;;;;
12,799;1390322,58;1425158;1390335,379;-34822,621;;;;;
23,347;1390322,58;1401097;1390345,927;-10751,073;;;;;
64,817;1390322,58;1391334;1390387,397;-946,603;;;;;
131,448;1390322,58;1417210;1390454,028;-26755,972;;;;;
210,417;1390322,58;1542285;1390532,997;-151752,003;;;;;
299,17;1390322,58;1712613;1390621,75;-321991,25;;;;;
379,266;1390322,58;1700771;1390701,846;-310069,154;;;;;
486,197;1390322,58;1648973;1390808,777;-258164,223;;;;;
618,245;1390322,58;1587983;1390940,825;-197042,175;;;;;
775,717;1390322,58;1536186;1391098,297;-145087,703;;;;;
974,672;1390322,58;1466156;1391297,252;-74858,748;;;;;
1203,121;1390322,58;1395496;1391525,701;-3970,299;;;;;
1267,051;1386290,32;1362552;1387557,371;25005,371;;;;;
1163,566;1386290,32;1355115;1387453,886;32338,886;;;;;
1078,193;1386290,32;1363563;1387368,513;23805,513;;;;;
1143,408;1386290,32;1378656;1387433,728;8777,728;;;;;
1138,645;1386290,32;1403832;1387428,965;-16403,035;;;;;
1260,743;1386290,32;1456827;1387551,063;-69275,937;;;;;
1497,741;1386290,32;1562719;1387788,061;-174930,939;;;;;
1559,289;1386290,32;1673825;1387849,609;-285975,391;;;;;
1618,992;1386290,32;1687175;1387909,312;-299265,688;;;;;
1694,899;1386290,32;1669573;1387985,219;-281587,781;;;;;
1751,698;1386290,32;1615525;1388042,018;-227482,982;;;;;
1980,626;1386290,32;1567797;1388270,946;-179526,054;;;;;
2054,844;1386290,32;1520480;1388345,164;-132134,836;;;;;
2054,784;1386290,32;1453851;1388345,104;-65505,896;;;;;
2102,299;1386290,32;1427944;1388392,619;-39551,381;;;;;
2079,833;1386290,32;1477466;1388370,153;-89095,847;;;;;
2051,362;1386290,32;1637253;1388341,682;-248911,318;;;;;
2045,568;1386290,32;1844078;1388335,888;-455742,112;;;;;
2024,365;1386290,32;1861419;1388314,685;-473104,315;;;;;
1982,839;1386290,32;1818668;1388273,159;-430394,841;;;;;
1948,038;1386290,32;1759052;1388238,358;-370813,642;;;;;
1870,276;1386290,32;1693383;1388160,596;-305222,404;;;;;
1703,701;1386290,32;1619911;1387994,021;-231916,979;;;;;
1673,708;1386290,32;1545966;1387964,028;-158001,972;;;;;
1658,717;1402419,35;1507346;1404078,067;-103267,933;;;;;
1638,67;1402419,35;1484780;1404058,02;-80721,98;;;;;
1624,813;1402419,35;1460232;1404044,163;-56187,837;;;;;
1605,808;1402419,35;1437047;1404025,158;-33021,842;;;;;
1602,095;1402419,35;1436542;1404021,445;-32520,555;;;;;
1464,94;1402419,35;1483134;1403884,29;-79249,71;;;;;
1487,621;1402419,35;1567606;1403906,971;-163699,029;;;;;
1388,357;1402419,35;1654340;1403807,707;-250532,293;;;;;
1283,877;1402419,35;1640872;1403703,227;-237168,773;;;;;
1226,287;1402419,35;1617834;1403645,637;-214188,363;;;;;
1166,683;1402419,35;1586077;1403586,033;-182490,967;;;;;
1051,63;1402419,35;1588068;1403470,98;-184597,02;;;;;
862,485;1402419,35;1603130;1403281,835;-199848,165;;;;;
765,933;1402419,35;1586154;1403185,283;-182968,717;;;;;
859,055;1402419,35;1589143;1403278,405;-185864,595;;;;;
1103,782;1402419,35;1613388;1403523,132;-209864,868;;;;;
1228,444;1402419,35;1698039;1403647,794;-294391,206;;;;;
1415,286;1402419,35;1821024;1403834,636;-417189,364;;;;;
1477,497;1402419,35;1805204;1403896,847;-401307,153;;;;;
1328,368;1402419,35;1741292;1403747,718;-337544,282;;;;;
1197,102;1402419,35;1658929;1403616,452;-255312,548;;;;;
1261,339;1402419,35;1579322;1403680,689;-175641,311;;;;;
1382,739;1402419,35;1490881;1403802,089;-87078,911;;;;;
1550,213;1402419,35;1403083;1403969,563;886,563;;;;;
1512,859;1423387,1;1352983;1424899,959;71916,959;;;;;
1522,857;1423387,1;1324883;1424909,957;100026,957;;;;;
1553,353;1423387,1;1315535;1424940,453;109405,453;;;;;
1512,772;1423387,1;1321592;1424899,872;103307,872;;;;;
1394,96;1423387,1;1335969;1424782,06;88813,06;;;;;
1340,203;1423387,1;1388892;1424727,303;35835,303;;;;;
1247,975;1423387,1;1490988;1424635,075;-66352,925;;;;;
1184,609;1423387,1;1587819;1424571,709;-163247,291;;;;;
1168,483;1423387,1;1592481;1424555,583;-167925,417;;;;;
1179,213;1423387,1;1596973;1424566,313;-172406,687;;;;;
1259,717;1423387,1;1589644;1424646,817;-164997,183;;;;;
1228,398;1423387,1;1597180;1424615,498;-172564,502;;;;;
1324,84;1423387,1;1586174;1424711,94;-161462,06;;;;;
1428,281;1423387,1;1536485;1424815,381;-111669,619;;;;;
1550,867;1423387,1;1525982;1424937,967;-101044,033;;;;;
1623,602;1423387,1;1561003;1425010,702;-135992,298;;;;;
1638,67;1423387,1;1691386;1425025,77;-266360,23;;;;;
1644,418;1423387,1;1884053;1425031,518;-459021,482;;;;;
1613,53;1423387,1;1903684;1425000,63;-478683,37;;;;;
1586,755;1423387,1;1854837;1424973,855;-429863,145;;;;;
1512,796;1423387,1;1784442;1424899,896;-359542,104;;;;;
1488,639;1423387,1;1708929;1424875,739;-284053,261;;;;;
1417,148;1423387,1;1610438;1424804,248;-185633,752;;;;;
1224,671;1423387,1;1507859;1424611,771;-83247,229;;;;;
1047,741;1347580,65;1443367;1348628,391;-94738,609;;;;;
1064,613;1347580,65;1412697;1348645,263;-64051,737;;;;;
1228,481;1347580,65;1395136;1348809,131;-46326,869;;;;;
1658,688;1347580,65;1376354;1349239,338;-27114,662;;;;;
1928,776;1347580,65;1370009;1349509,426;-20499,574;;;;;
2083,912;1347580,65;1399384;1349664,562;-49719,438;;;;;
2126,96;1347580,65;1481411;1349707,61;-131703,39;;;;;
2068,001;1347580,65;1560428;1349648,651;-210779,349;;;;;
1885,463;1347580,65;1542948;1349466,113;-193481,887;;;;;
1908,144;1347580,65;1529261;1349488,794;-179772,206;;;;;
1700,257;1347580,65;1510708;1349280,907;-161427,093;;;;;
1673,698;1347580,65;1508794;1349254,348;-159539,652;;;;;
1642,892;1347580,65;1508246;1349223,542;-159022,458;;;;;
1522,887;1347580,65;1489093;1349103,537;-139989,463;;;;;
1475,526;1347580,65;1487362;1349056,176;-138305,824;;;;;
1440,956;1347580,65;1507998;1349021,606;-158976,394;;;;;
1382,136;1347580,65;1597588;1348962,786;-248625,214;;;;;
1362,1;1347580,65;1726799;1348942,75;-377856,25;;;;;
1400,908;1347580,65;1705887;1348981,558;-356905,442;;;;;
1323,575;1347580,65;1636216;1348904,225;-287311,775;;;;;
